Preferential,ProductAffected_2,FtaName,Roo_trans,Roo_packaging,Coo_retention,FtaCode,RooText_2,Coo_pen,ProductAffected_0,Coo_valid,productCode,ProductAffected_1,FtaStatusDesc,RooText_4,ProductAffected_4,Roo_wo,RooCode_1,partner,Roo_sets,MFN,Roo_demin,Coo_comp,Roo_outward,RooText_1,RooCode_0,Roo_rvcformula,Coo_err,Roo_accum,Roo_roll,rank,Roo_exhibitions,Coo_ver,FtaStatusDate,Coo_sup,ProductAffected_3,Coo_coo,Coo_app,RooText_3,RooCode_3,FtaId,FtaType,FtaScope,reporter,Roo_mo,Coo_tpi,Roo_indir,RooText_0,Coo_adv,Roo_draw,Roo_fungible,Coo_approved,Roo_terr,Roo_accessories,Coo_refund,RooCode_4,RooCode_2,Coo_exmptcoo
,,,,,,,,,,,8703900000,,,,,,,174,,,,,,,,,,,,2,,,,,,,,,,651,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,3,,,,,,,,,,853,,,450,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,1,,,,,,,,,,853,,,480,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,508,,,,,,,,,,,,3,,,,,,,,,,853,,,434,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,2,,,,,,,,,,604,,,032,,,,,,,,,,,,,,
,,"Regional group, ASEAN",included,included,3 years,ITC00654,,provided,,12 months,8703900000,,IN FORCE,,,provided,,702,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,not included,2,included,Combined,01.01.1994,provided,,authorized body,provided,,,637,Free trade agreement,"Plurilateral, Country-Country",360,provided,provided,included,A regional value content of not less than 40 percent,provided,allowed,materials only,not included,not included,included,within 1 year,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,748,,,,,,,,,,,,3,,,,,,,,,,853,,,624,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,204,,,,,,,,,,,,2,,,,,,,,,,853,,,174,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,682,,,,,,,,,,,,2,,,,,,,,,,651,,,504,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,1,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,404,,,,,,,,,,,,1,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,1,,,,,,,,,,148,,,184,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,1,,,,,,,,,,336,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,2,,,,,,,,,,269,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,704,,,,,,,,,,,,2,,,,,,,,,,103,,,608,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,554,,,,,,,,,,,,1,,,,,,,,,,458,,,410,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,662,,,,,,,,,,,,2,,,,,,,,,,141,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,3,,,,,,,,,,141,,,214,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,548,,,,,,,,,,,,2,,,,,,,,,,148,,,296,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,2,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,1,,,,,,,,,,92,,,192,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,2,,,,,,,,,,853,,,508,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,1,,,,,,,,,,853,,,504,,,,,,,,,,,,,,
,,"FTA, CARICOM-Dominican Republic",included,included,3 years,ITC00276,,provided,,180 days,8703900000,,IN FORCE,,,provided,,328,included,,included (7%),not provided,not included,,Other,included,not provided,diagonal,not included,2,not included,Combined,06.10.2004,not provided,,authorized body,provided,,,270,Free trade agreement,"Plurilateral, Country-Group",214,provided,not provided,included,"In accordance with the Protocol Implementing the Agreement Establishing the Free Trade Area between the Caribbean Community and the Dominican Republic, the Joint Council is charged with developing criteria which would be applied to these goods under the Rules of Origin.",not provided,not included,included,not included,not included,included,not included,,,included (less than US$1000)
,,,,,,,,,,,8703900000,,,,,,,834,,,,,,,,,,,,2,,,,,,,,,,853,,,120,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,646,,,,,,,,,,,,3,,,,,,,,,,853,,,478,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,2,,,,,,,,,,853,,,174,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,328,,,,,,,,,,,,1,,,,,,,,,,92,,,308,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,583,,,,,,,,,,,,3,,,,,,,,,,877,,,570,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,2,,,,,,,,,,13,,,084,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,480,,,,,,,,,,,,1,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,498,,,,,,,,,,,,1,,,,,,,,,,1096,,,112,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,1,,,,,,,,,,141,,,308,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,702,,,,,,,,,,,,1,,,,,,,,,,353,,,579,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,624,,,,,,,,,,,,3,,,,,,,,,,853,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,332,,,,,,,,,,,,1,,,,,,,,,,13,,,052,,,,,,,,,,,,,,
,,"Regional group, SADC",included,included,5 years,ITC00675,,provided,,not provided,8703900000,,IN FORCE,,,provided,,834,included,,included (15%),not provided,not included,,SP and RVC 45%,import content,not provided,diagonal,included,2,not included,provided,25.01.2001,not provided,,authorized body,not provided,,,657,Free trade agreement,"Plurilateral, Country-Country",426,provided,not provided,included,"Manufacture in which the value of all the materials used does not exceed 55% of the ex-works price of the product; the manufacture or assembly of the vehicle entails that the floor panels, body sides and roof panels must be attached to each other ; and the engine, transmission, axles, radiators, suspension components, steering mechanisms, braking or electrical equipment or instrumentation must be fitted to the floor panels or chassis frame of the vehicle",not provided,not included,materials only,not included,not included,included,not included,,,not included
,,AAP.A25TM 31: CARICOM-Colombia,included,not included,2 years,ITC00018,,not provided,,180 days,8703900000,,IN FORCE,,,provided,,670,not included,35%,not included,not provided,not included,,CTH or RVC 40%,build down,not provided,diagonal,not included,2,not included,provided,01.01.1997,not provided,,authorized body,not provided,,,18,Partial scope agreement,"Plurilateral, Country-Group",170,provided,not provided,not included,"e) Las mercancías que incorporen materias o productos de terceros países,producidas en el territorio de las Partes, que cumplan según lo establecido enel presente Reglamento con:i) un cambio de clasificación arancelaria dado como criterio general conun cambio de partida arancelaria;ii) el valor CIF de los materiales o productos originarios de tercerospaíses no exceda del 60 por ciento del valor FOB de las mercancíasproducidas o el porcentaje de contenido regional no sea inferior del 40por ciento del valor F.O.B. de las mercancías producidas; oiii) un requisito específico de origen a nivel de producto fijado por elConsejo Conjunto establecido en el Artículo 2 de este Acuerdo.",not provided,not included,not included,not included,not included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,2,,,,,,,,,,18,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,1,,,,,,,,,,646,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,266,,,,,,,,,,,,3,,,,,,,,,,853,,,232,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,242,,,,,,,,,,,,1,,,,,,,,,,632,,,090,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,757,,,,,,,,,,,,1,,,,,,,,,,344,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,579,,,,,,,,,,,,4,,,,,,,,,,322,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,732,,,,,,,,,,,,3,,,,,,,,,,853,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,1,,,,,,,,,,853,,,232,,,,,,,,,,,,,,
,,"FTA, China-Costa Rica",included,included,3 years,ITC00286,,provided,,12 months,8703900000,,IN FORCE,,,provided,,188,included (RVC 85%),,included (10%),provided,not included,,CTH and RVC 50%,build down,not provided,bilateral and full,included,4,not included,Combined,01.08.2011,provided,,authorized body,provided,,,280,Free trade agreement,"Bilateral, Country-Country",156,provided,not provided,included,"A change to heading 87.03 from any other heading, provided that there is a Regional Value Content of not less than 50%",within 90 days,not included,materials & final goods,not included,included,included,within 1 year,,,included (less than US$600)
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,3,,,,,,,,,,103,,,156,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,2,,,,,,,,,,389,,,499,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,1,,,,,,,,,,13,,,500,,,,,,,,,,,,,,
,,Brazil-Guyana,included,not included,2 years,ITC00086,,not provided,,180 days,8703900000,,IN FORCE,,,provided,,328,not included,,not included,not provided,not included,,CTH or RVC 50%,included,not provided,bilateral and full,not included,2,not included,Indirect,31.05.2004,not provided,,authorized body,not provided,,,84,Partial scope agreement,"Bilateral, Country-Country",076,provided,not provided,not included,"c) Mercancías elaboradas en sus territorios, utilizando materiales de países no participantes del Acuerdo, siempre que resulten de un proceso de transformación realizado en una de las Partes, que les confiera una nueva individualidad, caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de aquellos materiales. Tales mercancías no serán consideradas originarias cuando aquellas operaciones o procesos en que son utilizados exclusivamente materiales no originarios, consistan solamente en simples montajes o ensambles, fraccionamiento en lotes, piezas o volúmenes, selección y clasificación, marcación, composición de surtidos de mercancías u otras operaciones o procesos similares. Las mercancías resultantes de operaciones de montaje o ensamble realizadas en el territorio de una de las Partes, utilizando materiales originarios y no originarios, serán consideradas originarias cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países, no exceda el 50 por ciento del valor FOB de exportación de dichas mercancías. d) En caso que el requisito establecido en el literal c) de este artículo no pueda ser cumplido, las mercancías elaboradas con materiales originarios y no originarios, serán consideradas originarias de las Partes, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países, no exceda el 50 por ciento del valor FOB de exportación de dichas mercancías.",not provided,not included,not included,not included,included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,670,,,,,,,,,,,,1,,,,,,,,,,269,,,308,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,404,,,,,,,,,,,,3,,,,,,,,,,853,,,270,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,2,,,,,,,,,,13,,,328,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,516,,,,,,,,,,,,2,,,,,,,,,,853,,,426,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,694,,,,,,,,,,,,3,,,,,,,,,,853,,,231,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,340,,,,,,,,,,,,2,,,,,,,,,,248,,,188,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,646,,,,,,,,,,,,3,,,,,,,,,,144,,,108,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,1,,,,,,,,,,103,,,410,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,2,,,,,,,,,,144,,,404,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,422,,,,,,,,,,,,2,,,,,,,,,,651,,,048,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,112,,,,,,,,,,,,4,,,,,,,,,,316,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,2,,,,,,,,,,692,,,418,,,,,,,,,,,,,,
,,"Regional group, ASEAN",included,included,3 years,ITC00654,,provided,,12 months,8703900000,,IN FORCE,,,provided,,764,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,not included,2,included,Combined,28.07.1994,provided,,authorized body,provided,,,637,Free trade agreement,"Plurilateral, Country-Country",458,provided,provided,included,A regional value content of not less than 40 percent,provided,allowed,materials only,not included,not included,included,within 1 year,,,included (less than US$200)
0%,,"Regional group, ECOWAS",not included,included,not provided,ITC00663,,not provided,,6 months,8703900000,,IN FORCE,,,provided,,686,included,20%,not included,provided,not included,,CTH or RVC 30%,build down,not provided,diagonal,not included,2,not included,not provided,24.07.1993,not provided,,authorized body,provided,,,646,Free trade agreement,"Plurilateral, Country-Country",562,provided,not provided,not included,"For the purpose of this Protocol, the following operations and processes shall be considered as sufficient to support a claim of origin from a Member State: Where 1) goods are not wholly produced in Member States and where their production requires the exclusive use of materials which are to be classified under a different tariff sub-heading from that of the product; The above rule shall be accompanied by a list of exemptions mentioning the cases where the change in the sub-heading is not a determining factor, or imposing additional conditions. The list shall be established in by a Regulation of the Council of Ministers. Or 2) goods are not wholly produced in Member States and where their production requires the use of materials which have received a value-added of at least 30% of the ex-factory price of the finished goods.",not provided,included,not included,not included,not included,included,not included,,,included (for certain goods)
,,,,,,,,,,,8703900000,,,,,,,716,,,,,,,,,,,,1,,,,,,,,,,146,,,480,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,478,,,,,,,,,,,,1,,,,,,,,,,853,,,231,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,784,,,,,,,,,,,,2,,,,,,,,,,651,,,512,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,566,,,,,,,,,,,,3,,,,,,,,,,145,,,204,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,554,,,,,,,,,,,,1,,,,,,,,,,287,,,156,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,2,,,,,,,,,,196,,,702,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,690,,,,,,,,,,,,2,,,,,,,,,,853,,,072,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,404,,,,,,,,,,,,2,,,,,,,,,,853,,,178,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,583,,,,,,,,,,,,1,,,,,,,,,,877,,,036,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,624,,,,,,,,,,,,1,,,,,,,,,,853,,,562,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,2,,,,,,,,,,643,,,180,,,,,,,,,,,,,,
,,"Regional group, EAC",included,included,5 years,ITC00661,,provided,,6 months,8703900000,,IN FORCE,,,provided,,646,included (RVC 85%),,included (15%),not provided,included,,SP,build down,not provided,cross-cumulation,included,2,not included,Indirect,01.01.2009,not provided,,authorized body,not provided,,,644,Customs union,"Plurilateral, Country-Country",404,provided,not provided,included,Manufacturing to start from completely knocked down kits,not provided,not included,materials only,included,included,included,not included,,,included (less than US$500)
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,2,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,716,,,,,,,,,,,,1,,,,,,,,,,853,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,2,,,,,,,,,,632,,,598,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,2,,,,,,,,,,18,,,044,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,2,,,,,,,,,,643,,,450,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,3,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,454,,,,,,,,,,,,2,,,,,,,,,,657,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,728,,,,,,,,,,,,1,,,,,,,,,,853,,,466,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,858,,,,,,,,,,,,1,,,,,,,,,,604,,,076,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,762,,,,,,,,,,,,2,,,,,,,,,,642,,,398,,,,,,,,,,,,,,
,,SPARTECA,,,,ITC00688,,,,,8703900000,,IN FORCE,,,,,882,,,,,,,,,,,,2,,,01.01.2015,,,,,,,669,Partial scope agreement,"Plurilateral, Country-Country",798,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,3,,,,,,,,,,368,,,051,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,583,,,,,,,,,,,,3,,,,,,,,,,148,,,242,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,384,,,,,,,,,,,,3,,,,,,,,,,145,,,270,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,854,,,,,,,,,,,,1,,,,,,,,,,853,,,478,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,699,,,,,,,,,,,,1,,,,,,,,,,103,,,096,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,450,,,,,,,,,,,,3,,,,,,,,,,853,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,1,,,,,,,,,,632,,,585,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,1,,,,,,,,,,640,,,212,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,1,,,,,,,,,,643,,,716,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,388,,,,,,,,,,,,1,,,,,,,,,,963,,,052,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,604,,,,,,,,,,,,2,,,,,,,,,,348,,,579,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,686,,,,,,,,,,,,3,,,,,,,,,,853,,,504,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,3,,,,,,,,,,853,,,140,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,699,,,,,,,,,,,,4,,,,,,,,,,96,,,458,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,780,,,,,,,,,,,,1,,,,,,,,,,270,,,388,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,3,,,,,,,,,,148,,,548,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,736,,,,,,,,,,,,3,,,,,,,,,,853,,,646,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,800,,,,,,,,,,,,2,,,,,,,,,,853,,,226,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,214,,,,,,,,,,,,1,,,,,,,,,,270,,,212,,,,,,,,,,,,,,
,,RCEP,included,included,3 years,ITC00106,,provided,,1 year,8703900000,,IN FORCE,,,provided,,392,not included,,included (10%),not provided,not included,,RVC 40%,build up / build down,provided,diagonal,included,5,not included,Combined,01.01.2022,provided,,authorized body,provided,,,103,Free trade agreement,"Plurilateral, Country-Country",096,provided,provided,included,RVC40,within 90 days,not included,materials & final goods,included,not included,included,within 1 year,,,included (less than US$200)
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,1,,,,,,,,,,611,,,076,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,1,,,,,,,,,,270,,,052,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,562,,,,,,,,,,,,1,,,,,,,,,,853,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,2,,,,,,,,,,149,,,072,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,508,,,,,,,,,,,,2,,,,,,,,,,853,,,012,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,1,,,,,,,,,,141,,,052,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,678,,,,,,,,,,,,1,,,,,,,,,,853,,,404,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,438,,,,,,,,,,,,2,,,,,,,,,,346,,,352,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,600,,,,,,,,,,,,1,,,,,,,,,,32,,,032,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,818,,,,,,,,,,,,1,,,,,,,,,,853,,,384,,,,,,,,,,,,,,
,,AAP.CE 52: Cuba-Paraguay,included,not included,not provided,ITC00046,,not provided,,180 days,8703900000,,SIGNED,,,provided,,600,not included,,not included,not provided,not included,,CTH or RVC 50%,included,not provided,bilateral,not included,1,not included,Indirect,20.11.2000,not provided,,authorized body,not provided,,,46,Partial scope agreement,"Bilateral, Country-Country",192,provided,provided,not included,"c) Las mercancías elaboradas en sus territorios utilizando materiales de países no participantes en el acuerdo, siempre que resulten de un proceso de transformación realizado en alguno de los países participantes que les confiera una nueva individualidad caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de dichos materiales.d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país participante utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",not provided,not included,not included,not included,included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,579,,,,,,,,,,,,2,,,,,,,,,,335,,,438,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,332,,,,,,,,,,,,3,,,,,,,,,,141,,,028,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,554,,,,,,,,,,,,1,,,,,,,,,,669,,,520,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,1,,,,,,,,,,692,,,104,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,918,,,,,,,,,,,,2,,,,,,,,,,147,,,120,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,426,,,,,,,,,,,,1,,,,,,,,,,643,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,500,,,,,,,,,,,,1,,,,,,,,,,269,,,188,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,748,,,,,,,,,,,,3,,,,,,,,,,611,,,072,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,384,,,,,,,,,,,,3,,,,,,,,,,853,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,728,,,,,,,,,,,,3,,,,,,,,,,853,,,120,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,740,,,,,,,,,,,,1,,,,,,,,,,640,,,388,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,776,,,,,,,,,,,,1,,,,,,,,,,148,,,520,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,558,,,,,,,,,,,,1,,,,,,,,,,245,,,320,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,678,,,,,,,,,,,,3,,,,,,,,,,147,,,148,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,710,,,,,,,,,,,,3,,,,,,,,,,853,,,426,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,764,,,,,,,,,,,,3,,,,,,,,,,103,,,554,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,340,,,,,,,,,,,,2,,,,,,,,,,242,,,222,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,368,,,,,,,,,,,,2,,,,,,,,,,651,,,048,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,384,,,,,,,,,,,,1,,,,,,,,,,853,,,324,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,184,,,,,,,,,,,,1,,,,,,,,,,877,,,090,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,624,,,,,,,,,,,,1,,,,,,,,,,646,,,132,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,156,,,,,,,,,,,,2,,,,,,,,,,103,,,116,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,788,,,,,,,,,,,,1,,,,,,,,,,651,,,262,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,120,,,,,,,,,,,,3,,,,,,,,,,853,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,854,,,,,,,,,,,,2,,,,,,,,,,853,,,566,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,404,,,,,,,,,,,,1,,,,,,,,,,643,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,516,,,,,,,,,,,,2,,,,,,,,,,853,,,024,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,894,,,,,,,,,,,,2,,,,,,,,,,853,,,748,,,,,,,,,,,,,,
,,,,,,,,,,,8703900000,,,,,,,466,,,,,,,,,,,,2,,,,,,,,,,853,,,148,,,,,,,,,,,,,,
,,"FTA, Morocco-Tunisia",included,not included,not provided,ITC00498,,not provided,,not provided,8703900000,,IN FORCE,,,provided,,788,not included,,not included,not provided,not included,,RVC 40%,not included,not provided,not included,not included,2,not included,not provided,16.03.1999,not provided,,authorized body,not provided,,,493,Free trade agreement,"Bilateral, Country-Country",504,not provided,not provided,not included,"B. Manufactured products, of which the costs incurred for their manufacturing and processing at the exporting country shall be no less than forty percent (40%) of the total value thereof. This percentage shall include the value of primary materials and semi-finished articles imported from either country and used for the manufacture of such products, including costs of insurance and transportation arrangements.",not provided,not included,not included,not included,not included,not included,not included,,,not included
,,,,,,,,,,,8703900000,,,,,,,659,,,,,,,,,,,,1,,,,,,,,,,963,,,044,,,,,,,,,,,,,,
