ProductAffected_2,ProductAffected_1,Roo_demin,Coo_valid,FtaType,RooCode_3,Roo_draw,Coo_ver,Roo_packaging,Coo_refund,FtaStatusDesc,Coo_coo,FtaName,Roo_outward,Roo_exhibitions,Coo_err,RooText_0,Coo_retention,FtaCode,Coo_tpi,Roo_trans,Roo_accessories,Roo_fungible,Roo_sets,FtaStatusDate,Coo_exmptcoo,RooCode_2,RooCode_4,Roo_accum,Roo_indir,RooText_3,ProductAffected_4,RooCode_1,ProductAffected_0,Coo_comp,RooText_1,Coo_pen,Coo_app,RooText_2,Roo_mo,Roo_rvcformula,FtaId,RooCode_0,Roo_wo,Roo_roll,RooText_4,Coo_sup,MFN,Coo_approved,Preferential,Coo_adv,ProductAffected_3,Roo_terr,FtaScope
,,not included,12 months,Non-reciprocal arrangement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 5000),Belarus (EAEU) for LDCs,not included,included,provided,"6. Goods shall be considered as sufficiently processed in a least developed country if the value of non-originating materials used in the processing operations in such country does not exceed the following percentage (at the date of issuance of documentary proof of origin): 1) from the date of entry into force of these Rules of origin to December 31, 2019 - 50 percent of the value of goods exported from the least developed country; 2) from January 01, 2020 to December 31, 2024 - 55 percent of the value of goods exported from the least developed country; 3) from January 1, 2025 - 60 percent of the value of goods exported from the least developed country.",3 years,ITC00987,prohibition,included,included,not included,included (RVC 85%),10.10.2016,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,import content,956,RVC 45%,provided,included,,not provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,,not included,12 months,Non-reciprocal arrangement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 5000),Kazakhstan (EAEU) for Developing Countries,not included,included,provided,5. Goods shall be considered as sufficiently processed in a developing country if the value of non-originating materials used in the processing operations in such country does not exceed 50 percent of the value of goods exported from that developing country.,3 years,ITC00989,prohibition,included,included,not included,included (RVC 85%),10.10.2016,not included,,,diagonal,included,,,,,provided,,provided,provided,,provided,import content,958,RVC 50%,provided,included,,not provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,,not included,12 months,Non-reciprocal arrangement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 5000),Kazakhstan (EAEU) for LDCs,not included,included,provided,"6. Goods shall be considered as sufficiently processed in a least developed country if the value of non-originating materials used in the processing operations in such country does not exceed the following percentage (at the date of issuance of documentary proof of origin): 1) from the date of entry into force of these Rules of origin to December 31, 2019 - 50 percent of the value of goods exported from the least developed country; 2) from January 01, 2020 to December 31, 2024 - 55 percent of the value of goods exported from the least developed country; 3) from January 1, 2025 - 60 percent of the value of goods exported from the least developed country.",3 years,ITC00990,prohibition,included,included,not included,included (RVC 85%),10.10.2016,not included,,,diagonal,included,,,,,provided,,provided,provided,,provided,import content,959,RVC 45%,provided,included,,not provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,,included (10%),12 months,Free trade agreement,,allowed,Indirect,included,within 2 years,IN FORCE,self-certification,"FTA, UK-Korea",included,not included,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product,5 years,ITC00992,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR 500 for UK/ USD 1000 for Korea),,,full+cross-cumulation,included,,,,,not provided,,provided,provided,,provided,import content,961,RVC 55%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-CARIFORUM",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00994,not provided,included,included,not included,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,provided,import content,963,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Georgia Strategic Partnership and Cooperation Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC00999,not provided,included,included,included,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,968,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Iceland-Norway trade agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01000,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,969,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Israel Trade and Partnership Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01001,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,970,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Switzerland trade agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01003,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,972,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Morocco Association Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01004,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,973,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-Pacific States (Interim)",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01005,not provided,included,included,included,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,provided,import content,974,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Plurilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"UK-Palestinian Authority Political, Trade and Partnership Agreement (Interim)",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01006,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,975,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-SACUM",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex- works price of the product,3 years,ITC01007,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,,import content,976,RVC 60%,,included,,,,included,,not provided,,included,"Plurilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Tunisia Association Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01008,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,977,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),not provided,Free trade agreement,,not included,Direct,included,within 3 months,IN FORCE,self-certification,Framework on Economic Cooperation and Trade between Palestine and Canada,included,not included,not provided,"A change from any other heading, except from heading 87.06.",5 years,ITC01010,not provided,included,included,materials & final goods,not included,27.02.1999,included (less than CAN$1600),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,,not included,979,CTH + ECT,,included,,,,not included,,within 120 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Partial scope agreement,,not included,Indirect,included,within 12 months,IN FORCE,authorized body,Indonesia-Palestine,not included,not included,provided,"(a) For the purposes of Rule 2(b), a product shall be deemed to be originating of Palestine if: (i) the total value of the materials, parts or products originating from outside of Palestine does not exceed 65% of the Ex-Works Price value of the product provided that the final process of the manufacture is performed within Palestine; or (ii) all non-originating materials of Palestine used in the production of the good have undergone in Palestine a Change in Tarif Classification (hereinafer referred to as ""CTC"") at the 4.-digit level (i.e. a Change in Tariff Heading) of Harmonized System.",3 years,ITC01011,not provided,included,included,not included,not included,21.02.2019,included (less than USD 200),,,not included,included,,,,,not provided,,provided,provided,,provided,import content,980,RVC 35% or CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"UK-Kosovo Partnership, Trade and Cooperation Agreement",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01033,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1002,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Jordan Association Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01034,not provided,included,included,materials only,included (RVC 85%),01.05.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1003,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),90 days,Partial scope agreement,,not included,Direct,included,included,IN FORCE,authorized body,Cuba-Vietnam,not included,included,provided,"c) produced using non-originating materials, provided that they have undergone a production process conducted entirely in the territory of a Party, and that goods are classified under a different tariff heading compared to these materials' tariff heading; d) unable to comply with the provisions of the preceding paragraph because the production process does not involve a change in tariff heading for all non-originating materials, however the regional value content (RVC) of the good (Viet Nam and Cuba content) is not less than X per cent of the FOB export value of the final goods",5 years,ITC01073,provided,included,included,materials only,included (RVC 85%),01.04.2020,not included,,,bilateral,included,,,,,provided,,provided,provided,,provided,build up / import content,1042,CTH or RVC X%,provided,included,,provided,,included,,within 90 days,,included,"Bilateral, Country-Country"
,,included (10%),12 months months (for multiple shipments),Free trade agreement,,not included,provided,included,not included,IN FORCE,self-certification,"CEPA, Japan-UK",not included,not included,provided,MaxNOM 50 % (EXW); or RVC 55 % (FOB).,3 years,ITC01075,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (value not specified),,,full+cross-cumulation (with restrictions),included,,,RVC 45% or RVC 60%,,not provided,MaxNOM 45 % (EXW); or RVC 60 % (FOB).,provided,provided,,provided,not provided,1044,RVC 50% or RVC 55%,provided,included,,not provided,,not included,,provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, UK-Ukraine",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01094,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1063,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,For Derogation ,included (15% for Cote dIvoire / 10% for UK),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-Cote dIvoire",included,included,provided,Manufacture in which the value of all the materials used does not exceed products,3 years,ITC01096,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,CTH or RVC 50%,"For Vehicles other than railway or tramway rolling-stock, and parts and accessories thereof; except 40 % of the ex-works price of the for: ",provided,Manufacture in which all the materials used are classified in a heading other than that of the product or Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,provided,provided,,provided,import content,1065,SP,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-Kenya",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 50% of the exworks price of the product,5 years for EAC / 3 years for UK,ITC01097,not provided,included,included,not included,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,,,provided,,provided,provided,,,import content,1066,RVC 50%,,included,,,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"UK-North Macedonia Partnership, Trade and Cooperation Agreement",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01099,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1068,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),UK-Egypt Association Agreement,included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01100,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1069,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,prohibition,Indirect,included,not included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, UK-Singapore",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01101,not provided,included,included,materials only,included,01.01.2021,included (less than EUR 500),,,full+cross-cumulation with EU / cross-cumulation (with restriction) with other ASEAN countries,included,,,,,not provided,,provided,provided,,,import content,1070,RVC 60%,,included,,,,included,,provided,,included,"Bilateral, Country-Country"
,,included (10%),12 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, UK-Vietnam",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 45 % of the ex-works price of the product.,3 years,ITC01102,provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR 500 for UK / USD 200 for Vietnam),,,full+cross-cumulation with EU / cross-cumulation (with restriction) with other ASEAN countries and Korea,included,,,,,not provided,,provided,provided,,provided,import content,1071,RVC 55%,provided,included,,provided,,included,,provided,,included,"Bilateral, Country-Country"
,,included (15%),2 years (for multiple shipments),Non-reciprocal arrangement,,not included,provided,included,within 2 years,IN FORCE,self-certification,UK for GSP Countries (Enhanced Framework),included,not included,provided,Manufacture in which the value of all the materials used does not exceed 50% of the exworks price of the good,3 years,ITC01105,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than GBP1000),,,cross-cumulation,included,,,,,not provided,,provided,provided,,provided,import content,1074,RVC 50%,provided,not included,,provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,,included (15%),2 years (for multiple shipments),Non-reciprocal arrangement,,not included,provided,included,within 2 years,IN FORCE,self-certification,UK for LDCs,included,not included,provided,Manufacture in which the value of all the materials used does not exceed 70% of the ex-works price of the good,3 years,ITC01106,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than GBP1000),,,cross-cumulation,included,,,,,not provided,,provided,provided,,provided,import content,1075,RVC 30%,provided,not included,,provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,,included (15%),2 years (for multiple shipments),Non-reciprocal arrangement,,not included,provided,included,within 2 years,IN FORCE,self-certification,UK for GSP Countries,included,not included,provided,Manufacture in which the value of all the materials used does not exceed 50% of the exworks price of the good,3 years,ITC01107,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than GBP1000),,,cross-cumulation,included,,,,,not provided,,provided,provided,,provided,import content,1076,RVC 50%,provided,not included,,provided,,not included,,not provided,,not included,"Unilateral, Country-Group"
,For - others ,chapter-specific (10-15%),12 months (for multiple shipments),Free trade agreement,,included,provided,included,within 3 years,IN FORCE,self-certification,EU-UK TCA,not included,included,provided,MaxNOM 55 % (EXW),4 years,ITC01108,provided,included,included,materials & final goods,included (RVC 85%),01.01.2021,less than EUR 500,,,diagonal and full,included,,,RVC 55%,For - vehicles with both internal combustion engine and electric motor as motors for propulsion other than those capable of being charged by plugging to external source of electric power (‘hybrid');- vehicles with both internal combustion piston engine and electric motor as motors for propulsion capable of being charged by plugging to external source of electric power (‘plug-in hybrid');- vehicles with only electric motor for propulsion ,not provided,MaxNOM 45 % (EXW),provided,provided,,provided,not included,1077,RVC 45%,provided,included,,not provided,,not included,,not provided,,included,"Plurilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"FTA, UK-Moldova",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01109,not provided,included,included,materials only,included (RVC 85%),01.01.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1078,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (10%),10 months,Free trade agreement,,not included,provided,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"EPA, UK-Cameroon",not included,included,provided,Manufacture in which the value of all the materials used does not exceed 30 % of the ex-works price of the product,3 years,ITC01110,not provided,included,included,not included,included (RVC 90%),01.01.2021,included (less than EUR500),,,full+cross cumulation,included,,,,,,,provided,provided,,,build up / import content,1079,RVC 70%,,included,,,,included,,not provided,,included,"Bilateral, Country-Country"
,,not included,10 months,Partial scope agreement,,not included,Indirect,included,included,IN FORCE,authorized body,Azerbaijan-Turkey,not included,not included,provided,"1. Within the meaning of Article 3 (b), materials of third party origin which are used in the manufacture of the products obtained in a Contracting Party shall be regarded as sufficiently worked or processed provided that the value of such materials does not exceed 45 percent of the ex-works price of the product.",3 years,ITC01113,not provided,included,included,not included,included (RVC 85%),01.03.2021,not included,,,bilateral,included,,,,,not provided,,provided,provided,,provided,import content,1082,RVC 55%,provided,not included,,provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,included (10%),4 months,Partial scope agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),EU-Turkey (agriculture),not included,included,provided,Not available,3 years,ITC01115,not provided,included,not included,not included,included (RVC 85%),01.01.1998,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1084,Other,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),4 months,Partial scope agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),EU-Turkey (coal and steel),not included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01116,not provided,included,included,materials only,included (RVC 85%),01.08.1996,included (less than EUR500),,,cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1085,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Group"
,,included (10%),4 months,Free trade agreement,,prohibition,Indirect,included,included,IN FORCE,authorized body (self-certification if value < EUR 6000),"PTCA, UK-Albania",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01117,not provided,included,included,materials only,included (RVC 85%),03.05.2021,included (less than EUR500),,,full+cross-cumulation,included,,,,,provided,,provided,provided,,provided,import content,1086,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,For Derogation ,included (15%),10 months,Free trade agreement,,not included,Indirect,included,included,IN FORCE,authorized body,"EPA, UK-Ghana",included,included,provided,Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,3 years,ITC01118,not provided,included,included,materials only,included (RVC 85%),05.03.2021,included (less than EUR500),,,full+cross cumulation,included,,,CTH or RVC 50%,"For Vehicles other than railway or tramway rolling stock, and parts and accessories thereof; except for: ",provided,Manufacture in which all the materials used are classified within a heading other than that of the product or Manufacture in which the value of all the materials used does not exceed 50 % of the ex-works price of the product,provided,provided,,provided,import content,1087,RVC 60%,provided,included,,provided,,included,,not provided,,included,"Bilateral, Country-Country"
,,included (5%),12 months,Free trade agreement,,not included,provided,included,within 12 months,IN FORCE,authorized body (self-certification if value < USD 5000),Treaty on CIS FTA,not included,not included,provided,"Manufacture in which the value of the units and parts used should not exceed 50 % of the ex-works price of the product, provided that processing operations are carried out Manufacture and painting of the body (cab); installation and fastening of the engine, connection of control mechanisms to the engine; installation of radiators and connection of cooling systems; fastening shock absorbers, connecting the transmission; installation of the front suspension and semi-axles, installation of the rear suspension; connection of the steering with the front wheel hubs; Installation of wheels and adjustment of the front hub bearings tightening, installation of the ignition coil; refueling and pumping the steering hydraulic system, brake system, hydraulic clutch; installation and connection of headlights, front and rear signal lights; installation of a muffler and sections of the exhaust pipeline; installation of a fuel tank and connection of a fuel line; installation of the generator and adjustment of the drive belt tension; installation and connection of the battery with checking the operation of the on-board electrical circuits; engine diagnostics and adjustment; checking the effectiveness of the braking system; preservation of quickly damaged areas; elimination of defects after assembly; application of the identification number on the plate and the car; car running-in. In the above processing and manufacture operations for goods of heading 8704, instead of manufacturing and painting the coachwork (cab), it is allowed to perform operations for the manufacture of a frame with a suspension and bridges.",3 years,ITC01128,prohibited,included,included,not included,included (RVC 85%),27.03.2016,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1096,SP and RVC 50%,provided,included,,not provided,,not included,,not provided,,not included,"Plurilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Armenia-Russian Federation",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01129,not provided,not included,not included,not included,not included,25.03.1993,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1097,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Azerbaijan-Russian Federation",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01130,prohibited,included,included,not included,not included,17.02.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1098,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Belarus-Russian Federation",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01131,prohibited,included,included,not included,not included,20.04.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1099,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,not provided,not included,not included,IN FORCE,not provided,"FTA, Georgia-Russian Federation",not included,not included,not provided,"Article 3. Substantial processing / transformation criteria will be fulfilled if the following conditions are met: 1. Changes in the level of the first 4 digits of the Foreign Economic Activity National Commodity Nomenclature (FEANCN), which occurred on the basis of processing / transformation; 2. As a result of processing / transformation of goods, the value of materials of foreign origin used does not exceed 50% of the value of the final product (rule of equity share).",not provided,ITC01132,provided,included,not included,not included,not included,10.05.1994,not included,,,not included,not included,,,,,not provided,,not provided,not provided,,provided,included,1100,CTH or RVC 50%,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Kazakhstan-Russian Federation",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01133,prohibited,included,included,not included,not included,07.06.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1101,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Kyrgyzstan-Russian Federation",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01134,prohibited,included,included,not included,not included,24.04.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1102,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Moldova-Russian Federation",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01135,prohibited,included,included,not included,not included,30.03.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1103,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Russian Federation-Tajikistan",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01136,prohibited,included,included,not included,not included,08.04.1993,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1104,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,not provided,Free trade agreement,,not included,provided,not included,within a year,IN FORCE,authorized body (self-certification if value < EUR 5000),"FTA, Russian Federation-Turkmenistan",not included,not included,not provided,"6. In the event that for specific goods or a specific country (countries) the criteria of origin of goods are not specially specified, a general rule shall be applied, in compliance with which a product is considered to be subject to sufficient processing if its heading (the classification code of the product) according to the Goods Nomenclature on the level of any of the first four digits changed.",not provided,ITC01137,not provided,not included,not included,not included,not included,06.04.1993,not included,,,not included,included,,,,,not provided,,not provided,not provided,,provided,included,1105,CTH,provided,not included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
,,not included,12 months,Free trade agreement,,not included,provided,included,within 1 year,IN FORCE,authorized body,"FTA, Russian Federation-Ukraine",not included,not included,not provided,The basic criterion of substantial processing/transformation is a change in tariff heading under the HS on the level of at least one of the first 4 digits,3 years,ITC01138,prohibited,included,included,not included,not included,21.02.1994,not included,,,diagonal,included,,,,,not provided,,not provided,not provided,,provided,included,1106,CTH,provided,included,,not provided,,not included,,not provided,,not included,"Bilateral, Country-Country"
